Prodavnica,Ime,Brend,Procesor,RAM_Memorija,Kapacitet,Cena,Klub/Smart/Happy cena
Tehnomarket,"LENOVO GAMING 3 I7-12650H 16GB/512GB/RTX3050 TI 4GB/16"" FULLHD AG 165H",Lenovo,I7 12650H,16 GB,512 GB SSD,"71,599 ???.","64,979 ???."
Tehnomarket,Apple Macbook Air 13.3: SPG/M1 8C CPU/7C GPU/8GB/256GB-ZEE,Apple,M1,8 GB,256 GB SSD,"72,699 ???.","48,999 ???."
Tehnomarket,"Lenovo Gaming 3 i7-12650H 16GB/512GB/RTX3060 6GB/15.6"" FullHD AG 120Hz",Lenovo,I7 12650H,16 GB,512 GB SSD,"74,599 ???.","60,991 ???."
Tehnomarket,Apple MBA 13.6: SKY BLUE/M4 10C CPU/8C GPU/16GB/256GB-ZEE,Apple,M4,16 GB,256 GB SSD,"75,999 ???.",
Tehnomarket,Apple MBA 13.6: MIDNIGHT/M4 10C CPU/8C GPU/16GB/256GB-ZEE,Apple,M4,16 GB,256 GB SSD,"75,999 ???.",
Tehnomarket,Apple MBA 13.6: STARLIGHT/M4 10C CPU/8C GPU/16GB/256GB-ZEE,Apple,M4,16 GB,256 GB SSD,"75,999 ???.",
Tehnomarket,Apple MBA 13.6: SILVER/M4 10C CPU/8C GPU/16GB/256GB-ZEE,Apple,M4,16 GB,256 GB SSD,"75,999 ???.",
Tehnomarket,"Notebook MSI Cyborg 15 i7-12650H/8GB/512GB SSD/RTX 4060 8GB/15.6"" FHD",Msi,I7 12650H,8 GB,512 GB SSD,"81,999 ???.","59,991 ???."
Gjirafa50,"?????? ASUS TUF Gaming A16 FA607NU-R5085W, 16"", AMD Ryzen 5 7535HS, 8GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Asus,AMD RYZEN 5 7535HS,8 GB,512 GB SSD,"64,290 MKD.","63,590 MKD."
Gjirafa50,"?????? Asus TUF Gaming A15 FA507NVR, 15,6"", AMD Ryzen 7 7435HS, 16GB RAM, 512GB SSD, GeForce RTX 4060, ????",Asus,AMD RYZEN 7 7435HS,16 GB,512 GB SSD,"73,590 MKD.","58,990 MKD."
Gjirafa50,"?????? ASUS V16 V3607VU, 16"", Intel Core 5 210H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050",Asus,CORE 5,16 GB,512 GB SSD,"64,190 MKD.",
Gjirafa50,"Laptop Gigabyte G6X 9KG 2024, 16"", Intel Core i7-13650HX, 165Hz, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Gigabyte,INTEL CORE I7 13650HX,16 GB,1 TB SSD,"65,390 MKD.","58,990 MKD."
Gjirafa50,"?????? Lenovo LOQ 15IAX9E, 15,6"", Intel Core i5 i5-12450HX, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 2050",Lenovo,INTEL CORE I5,16 GB,512 GB SSD,"44,590 MKD.","43,790 MKD."
Gjirafa50,"?????? MSI Thin A15 B7VF-460XPL, 15,6"", AMD Ryzen 7 7735HS, 16GB DDR5-SDRAM, 512GB SSD, NVIDIA GeForce RTX 4060, ????",Msi,AMD RYZEN 7 7735HS,16 GB,512 GB SSD,"64,733 MKD.","60,990 MKD."
Gjirafa50,"Laptop Lenovo LOQ 15ARP9, 15.6"", Ryzen 5 7235HS",Lenovo,RYZEN 5 7235HS,,,"58,290 MKD.","49,990 MKD."
Gjirafa50,"Laptop Lenovo LOQ 15ARP9, AMD Ryzen 7 7435HS, 24GB RAM, 512GB SSD, NVIDIA RTX 4060, i hirtë",Lenovo,AMD RYZEN 7 7435HS,24 GB,512 GB SSD,"95,090 MKD.","83,990 MKD."
Gjirafa50,"?????? MSI Katana 15 B13VFK-1437XPL, 15.6"", Intel Core i7-13620H, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060, ????",Msi,INTEL CORE I7 13620H,32 GB,1 TB SSD,"84,590 MKD.","63,990 MKD."
Gjirafa50,"?????? MSI Katana 17 B13VEK-1464XCZ, 17.3"", Intel Core i5-13420H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4050 Graphics, ???? ????",Msi,INTEL CORE I5 13420H,16 GB,1 TB SSD,"70,590 MKD.","64,590 MKD."
Gjirafa50,"?????? HP OMEN 16-wd0004nw, 16.1"", Intel Core i7-13620H, 144Hz, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4060",Hp,INTEL CORE I7 13620H,16 GB,512 GB SSD,"81,190 MKD.","81,090 MKD."
Gjirafa50,"?????? Gigabyte Aorus 16X 9KG 2024, Intel Core i7-13650HX, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Gigabyte,INTEL CORE I7 13650HX,32 GB,1 TB SSD,"85,490 MKD.","82,790 MKD."
Gjirafa50,"Laptop MSI Cyborg 15 A13VE-1613XPL, 15.6"", Intel Core i5-13420H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050, i zi",Msi,INTEL CORE I5 13420H,16 GB,512 GB SSD,"62,390 MKD.","54,990 MKD."
Gjirafa50,"Laptop Acer Nitro V 15 ANV15-41, 15.6"", AMD Ryzen 5 6600H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 2050, i zi",Acer,AMD RYZEN 5 6600H,16 GB,512 GB SSD,"44,790 MKD.","32,990 MKD."
Gjirafa50,"?????? Lenovo LOQ AMD, 15.6"" Full HD, 144 Hz, AMD Ryzen 7 7435HS, 16 GB RAM, 1TB SSD, NVIDIA GeForce RTX 4070",Lenovo,AMD RYZEN 7 7435HS,16 GB,1 TB SSD,"90,990 MKD.","89,990 MKD."
Gjirafa50,"?????? Lenovo Legion Pro, 16"", Intel i5-14500HX, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 4060, ???? ????",Lenovo,INTEL I5 14500HX,32 GB,1 TB SSD,"115,190 MKD.",
Gjirafa50,"?????? MSI Katana 15 B13VGK, 15,6"", FHD, Intel i7-13620H, 16GB RAM, 1TB SSD, NVIDIA RTX 4070, ???",Msi,INTEL I7 13620H,16 GB,1 TB SSD,"91,839 MKD.","86,690 MKD."
Gjirafa50,"?????? MSI Cyborg 15 A13VE-1067XPL, 15,6"", Intel Core i7-13620H, 16GB DDR5-SDRAM, 512GB SSD, NVIDIA GeForce RTX 4050, ????",Msi,INTEL CORE I7 13620H,16 GB,512 GB SSD,"67,390 MKD.",
Gjirafa50,"?????? ASUS NTB ROG Strix G16 16"", QHD+, Intel® Core™ i7-13650HX, 16 GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060,???? ????",Asus,INTEL CORE I7 13650HX,16 GB,1 TB SSD,"101,690 MKD.",
Gjirafa50,"?????? Lenovo LOQ 15IAX9, 15,6"", FHD, Intel i5-12450HX, 24GB RAM, SSD 512GB, RTX 4060 8GB, ???",Lenovo,INTEL I5 12450HX,24 GB,512 GB SSD,"76,790 MKD.",
Gjirafa50,"Laptop MSI Katana A17, 17.3'', QHD, AMD Ryzen 9, NVIDIA GeForce RTX 4060, 32GB RAM, 1TB SSD, i zi",Msi,RYZEN 9,32 GB,1 TB SSD,"104,490 MKD.",
Gjirafa50,"?????? ASUS NTB ROG Flow X16, 16'', QHD+, i9-13900H, NVIDIA GeForce RTX 4060, 32GB RAM, 1TB SSD, ???",Asus,I9 13900H,32 GB,1 TB SSD,"142,090 MKD.",
Gjirafa50,"Laptop MSI Stealth A16 AI+ A3XVFG-070CZ, 16"", QHD+, AMD Ryzen AI 9 HX 370, NVIDIA GeForce RTX 4060, 32GB RAM, 1TB SSD, i zi",Msi,RYZEN AI 9 HX 370,32 GB,1 TB SSD,"158,990 MKD.","148,490 MKD."
Gjirafa50,"Laptop Lenovo LOQ 15IAX9, 15.6"", FHD, Intel Core i5-12450HX, NVIDIA GeForce 3050, 24GB RAM, 512GB SSD, i hirtë",Lenovo,INTEL CORE I5 12450HX,24 GB,512 GB SSD,"55,190 MKD.",
Gjirafa50,No title,No,Unknown,,,No price,
Gjirafa50,"?????? Lenovo Legion 7, 16"", 3K, Intel Core i9-14900HX, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4070 8 GB, ???? ????",Lenovo,INTEL CORE I9 14900HX,32 GB,1 TB SSD,"160,090 MKD.",
Gjirafa50,"?????? Asus ASUS ProArt PX13 OLED, Ryzen AI 9 HX 370, 32GB LPDDR5X , 1TB SSD, W11Pro, RTX 4060, ???? ????",Asus,RYZEN AI 9 HX 370,32 GB,1 TB SSD,"162,790 MKD.","139,990 MKD."
Gjirafa50,"?????? MSI Katana 17, 17"", FHD, Intel i7-13620H, NVIDIA GeForce RTX 4050, 16GB RAM, 1TB SSD, ???",Msi,INTEL I7 13620H,16 GB,1 TB SSD,"79,890 MKD.","74,990 MKD."
Gjirafa50,"?????? Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 7 7435HS, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, ???? ????",Lenovo,AMD RYZEN 7 7435HS,16 GB,512 GB SSD,"70,939 MKD.","56,990 MKD."
Gjirafa50,"?????? Gigabyte Aorus 15X ASF, Intel Core i7-13650HX, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4070,????? ???? ????",Gigabyte,INTEL CORE I7 13650HX,16 GB,1 TB SSD,"94,290 MKD.","78,990 MKD."
Gjirafa50,"Laptop Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 7 7435HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4070, i hirtë",Lenovo,AMD RYZEN 7 7435HS,16 GB,512 GB SSD,"96,789 MKD.","69,990 MKD."
Gjirafa50,"?????? Lenovo IdeaPad Gaming 15.6"", Full HD AMD Ryzen 5 5500H, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 2050, ???? ????",Lenovo,AMD RYZEN 5 5500H,16 GB,512 GB SSD,"45,990 MKD.","37,990 MKD."
Gjirafa50,"Laptop Gigabyte Aorus 16X 9KG (2024), 16"", Intel Core i7-13650HX, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060, i hirtë i errët",Gigabyte,INTEL CORE I7 13650HX,16 GB,1 TB SSD,"89,190 MKD.",
Gjirafa50,"?????? HP ZBook Firefly, 14"", Intel i7-1365U, 16 GB RAM, 1 TB SSD, NVIDIA RTX A500, i argjendtë",Hp,INTEL I7 1365U,16 GB,1 TB SSD,"117,590 MKD.","113,990 MKD."
Gjirafa50,"?????? HP ZBook Firefly, 14"", Intel i7-1365U, 16 GB RAM, 1 TB SSD, NVIDIA RTX A500, i argjendtë",Hp,INTEL I7 1365U,16 GB,1 TB SSD,"104,049 MKD.","101,990 MKD."
Gjirafa50,"?????? HP ZBook Firefly, 14"", Intel i7-1355U, 16 GB RAM, 1 TB SSD, NVIDIA RTX A500, i argjendtë",Hp,INTEL I7 1355U,16 GB,1 TB SSD,"100,529 MKD.","95,590 MKD."
Gjirafa50,"?????? MSI Thin 15 B12VE-1817XPL, 15,6"", Intel Core i5-12450H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050, ????",Msi,INTEL CORE I5 12450H,16 GB,512 GB SSD,"54,390 MKD.",
Gjirafa50,"?????? MSI Thin 15 B12VE-1817XPL,15.6"", Intel i5-12450H, 16 GB RAM, 512 GB SSD, RTX 4050",Msi,INTEL I5 12450H,16 GB,512 GB SSD,"60,590 MKD.","44,990 MKD."
Gjirafa50,"?????? Razer Blade 17, 17.3"", Intel  Core i7-12800HX, 16GB RAM, 1TB SSD, Nvidia GeForce RTX 3060",Razer,INTEL CORE I7 12800HX,16 GB,1 TB SSD,"232,390 MKD.","209,990 MKD."
Gjirafa50,"?????? Dream Machines RG3050-15PL52, 15.6"", Intel Core i5-13500H, 32GB RAM, 1TB SSD, Nvidia GeForce RTX 3050",Dream,INTEL CORE I5 13500H,32 GB,1 TB SSD,"64,733 MKD.","52,990 MKD."
Gjirafa50,"?????? Dream Machines RG3050-15PL50, 15.6"", Intel Core i5-13500H, 16GB RAM, 500GB SSD, Nvidia GeForce RTX 3050",Dream,INTEL CORE I5 13500H,16 GB,500 GB SSD,"61,168 MKD.","48,990 MKD."
Gjirafa50,"?????? HP ZBook Firefly G10, 14"", Intel Core i7-1365U, 16GB RAM, 1TB SSD, Nvidia Quadro RTX A500",Hp,INTEL CORE I7 1365U,16 GB,1 TB SSD,"112,299 MKD.","105,990 MKD."
Gjirafa50,"?????? Microsoft Surface ?????? Studio 2, 14.4"", Intel Core i7, 32GB RAM, 1TB SSD, Nvidia GeForce RTX 4050",Microsoft,INTEL CORE I7,32 GB,1 TB SSD,"229,729 MKD.","199,990 MKD."
Gjirafa50,"?????? MSI Katana 17 B12UCRK-1054PL, 17.3"", Intel Core 5-12450H, 16GB RAM, 512GB SSD, Nvidia RTX 3050",Msi,CORE 5,16 GB,512 GB SSD,"66,390 MKD.","50,990 MKD."
Gjirafa50,"?????? XPS 14 9440, 14.5"", Intel Core Ultra 7 155H, 16GB RAM, 1TB SSD, Nvidia GeForce RTX 4050",Xps,INTEL CORE ULTRA 7 155H,16 GB,1 TB SSD,"204,490 MKD.","179,990 MKD."
Gjirafa50,"?????? Dell XPS 16, 16.3"", Intel Core Ultra 7 155H, 32GB RAM, 1TB SSD, Nvidia GeForce RTX 4060",Dell,INTEL CORE ULTRA 7 155H,32 GB,1 TB SSD,"235,990 MKD.","209,990 MKD."
Gjirafa50,"?????? LOQ 15IAX9, 15.6"", Intel Core 5-12450HX, 16GB RAM, 512GB SSD, Nvidia RTX 3050",Lenovo,CORE 5,16 GB,512 GB SSD,"65,653 MKD.","52,990 MKD."
Gjirafa50,"?????? LOQ 15IAX9, 15.6"", Intel Core 5-12450HX, 32GB RAM, 1TB SSD, Nvidia RTX 3050",Lenovo,CORE 5,32 GB,1 TB SSD,"70,609 MKD.","58,990 MKD."
Gjirafa50,"?????? Lenovo LOQ 15IAX9, 15.6"", Intel Core i5-12450HX, 16GB RAM, 1TB SSD, Nvidia RTX 3050",Lenovo,INTEL CORE I5 12450HX,16 GB,1 TB SSD,"59,443 MKD.","48,990 MKD."
Gjirafa50,No title,No,Unknown,,,No price,
Gjirafa50,"?????? LOQ 15IAX9, 15.6"", Intel Core 5-12450HX, 32GB RAM, 512GB SSD, Nvidia RTX 3050",Lenovo,CORE 5,32 GB,512 GB SSD,"60,133 MKD.","48,990 MKD."
Gjirafa50,"?????? LOQ 15IAX9, 15.6"", Intel Core 5-12450HX, 16GB RAM, 1TB SSD, Nvidia RTX 4050",Lenovo,CORE 5,16 GB,1 TB SSD,"73,359 MKD.","66,690 MKD."
Gjirafa50,"?????? LOQ 15IAX9, 15"", Intel Core 5-12450HX, 32GB RAM, 1TB SSD, Nvidia RTX 4050",Lenovo,CORE 5,32 GB,1 TB SSD,"77,209 MKD.","72,390 MKD."
Gjirafa50,"?????? LOQ 15IAX9, 15"", Intel Core 5-12450HX, 32GB RAM, 512GB SSD, Nvidia RTX 4050",Lenovo,CORE 5,32 GB,512 GB SSD,"73,359 MKD.","66,690 MKD."
Gjirafa50,"?????? MSI Thin 15, 15"", i5-12450H, 16GB RAM, 512GB SSD, Nvidia RTX 3050",Msi,I5 12450H,16 GB,512 GB SSD,"54,290 MKD.","42,990 MKD."
Gjirafa50,"?????? ThinkBook 16p G5, 16"", i9-14900HX, 32GB RAM, 1TB SSD, Nvidia RTX 4060",Lenovo,I9 14900HX,32 GB,1 TB SSD,"189,490 MKD.","188,390 MKD."
Gjirafa50,"?????? LOQ 15IAX9, 15.6"", i5-12450HX, 16GB RAM, 512GB SSD, Nvidia RTX 3050",Lenovo,I5 12450HX,16 GB,512 GB SSD,"68,068 MKD.","41,990 MKD."
Gjirafa50,"?????? LOQ 15IAX9, 15.6"", i5-12450HX, 16GB RAM, 512GB SSD, Nvidia RTX 3050",Lenovo,I5 12450HX,16 GB,512 GB SSD,"58,523 MKD.","46,990 MKD."
Gjirafa50,"?????? LOQ 15IAX9, 15"", i5-12450HX, 16GB RAM, 1TB SSD, Nvidia RTX 4060",Lenovo,I5 12450HX,16 GB,1 TB SSD,"78,859 MKD.","65,990 MKD."
Gjirafa50,"?????? LOQ 15IAX9, 15.6"", i5-12450HX, 16GB RAM, 512GB SSD, Nvidia RTX 4050",Lenovo,I5 12450HX,16 GB,512 GB SSD,"64,590 MKD.","51,990 MKD."
Gjirafa50,"?????? LOQ 15IAX9, 15.6"", i5-12450HX, 16GB RAM, 1TB SSD, Nvidia RTX 4050",Lenovo,I5 12450HX,16 GB,1 TB SSD,"63,353 MKD.","49,990 MKD."
Gjirafa50,"?????? Lenovo Yoga Pro 9 16IMH9, 16"", Intel Core Ultra 7 155H, 16GB RAM, 512GB SSD, NVIDIA RTX 4060, gri",Lenovo,INTEL CORE ULTRA 7 155H,16 GB,512 GB SSD,"116,369 MKD.","99,990 MKD."
Gjirafa50,"?????? HP ZBook Firefly G11, 14"", Intel Core Ultra 5 135H, 16GB RAM, 1TB SSD, Nvidia RTX A500",Hp,INTEL CORE ULTRA 5 135H,16 GB,1 TB SSD,"122,749 MKD.","99,990 MKD."
Gjirafa50,"?????? Acer Nitro V 15, 15.6"", i5-13420H, 16GB RAM, 1TB SSD, Nvidia RTX 4050",Acer,I5 13420H,16 GB,1 TB SSD,"72,039 MKD.","57,990 MKD."
Gjirafa50,"?????? DELL Precision 3490, 14"", Intel Core Ultra 7 155H, 32GB RAM, 1TB SSD, Nvidia RTX 500 Ada",Dell,INTEL CORE ULTRA 7 155H,32 GB,1 TB SSD,"139,790 MKD.","119,990 MKD."
Gjirafa50,"?????? Acer Nitro V 15 ANV15-41, 15.6"", Ryzen 7-7735HS, 32GB RAM, 1TB SSD, Nvidia RTX 4060",Acer,RYZEN 7 7735HS,32 GB,1 TB SSD,"91,890 MKD.","78,990 MKD."
Gjirafa50,"?????? DELL Precision 5690, 16"", CPU Core Ultra u7-165H, 32GB RAM, 1TB SSD, Nvidia RTX 1000 Ada",Dell,CORE ULTRA U7 165H,32 GB,1 TB SSD,"237,990 MKD.","209,990 MKD."
Gjirafa50,"?????? MSI Katana 17 B12UCRK-1054PL, 17.3"", Intel Core i5-12450H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3050",Msi,INTEL CORE I5 12450H,16 GB,1 TB SSD,"70,490 MKD.","67,190 MKD."
Gjirafa50,"?????? HP Victus 15-fa1151nw, 15.6"", Intel® Core™ i5-13420H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4050",Hp,INTEL CORE I5 13420H,16 GB,1 TB SSD,"68,183 MKD.","54,990 MKD."
Gjirafa50,"?????? TUF Gaming A15, 15.6"", AMD Ryzen 5 7535HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Tuf,AMD RYZEN 5 7535HS,16 GB,512 GB SSD,"52,990 MKD.","52,690 MKD."
Gjirafa50,"?????? HP ZBook Power G11, 15.6"", Intel Core i7-155H, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX A2000",Hp,INTEL CORE I7 155H,32 GB,1 TB SSD,"181,599 MKD.","173,390 MKD."
Gjirafa50,"?????? HP ZBook Firefly 16 G11, 16"", Intel Core Ultra 5 135H, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX A500",Hp,INTEL CORE ULTRA 5 135H,32 GB,1 TB SSD,"133,199 MKD.","126,990 MKD."
Gjirafa50,"?????? Dell Inspiron 5630, 16.0"", Intel Core i7-1360P, 16GB RAM, 1TB SSD, Nvidia GeForce RTX 2050",Dell,INTEL CORE I7 1360P,16 GB,1 TB SSD,"90,890 MKD.","75,990 MKD."
Gjirafa50,"?????? ASUS TUF Gaming A15, 15.6"", AMD Ryzen 5 7535HS, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Asus,AMD RYZEN 5 7535HS,32 GB,512 GB SSD,"56,890 MKD.","55,790 MKD."
Gjirafa50,No title,No,Unknown,,,No price,
Gjirafa50,"?????? ASUS TUF Gaming A15, 15.6"", AMD Ryzen 5 7535HS, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Pro",Asus,AMD RYZEN 5 7535HS,32 GB,512 GB SSD,"70,190 MKD.","61,990 MKD."
Gjirafa50,"?????? ASUS TUF Gaming A15, 15.6"", AMD Ryzen 5 7535HS, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Asus,AMD RYZEN 5 7535HS,32 GB,512 GB SSD,"67,990 MKD.","58,990 MKD."
Gjirafa50,"?????? ASUS TUF Gaming A15, 15.6"", AMD Ryzen 5 7535HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Asus,AMD RYZEN 5 7535HS,16 GB,512 GB SSD,"64,190 MKD.","56,990 MKD."
Gjirafa50,"?????? MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050",Msi,INTEL CORE I5,16 GB,512 GB SSD,"78,990 MKD.","75,390 MKD."
Gjirafa50,"?????? MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4050",Msi,INTEL CORE I5,16 GB,1 TB SSD,"81,090 MKD.","76,090 MKD."
Gjirafa50,"?????? MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4050",Msi,INTEL CORE I5,32 GB,1 TB SSD,"86,090 MKD.","81,990 MKD."
Gjirafa50,"?????? MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050",Msi,INTEL CORE I5,32 GB,512 GB SSD,"83,690 MKD.","76,190 MKD."
Gjirafa50,"?????? MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050",Msi,INTEL CORE I5,16 GB,512 GB SSD,"76,190 MKD.","72,690 MKD."
Gjirafa50,"?????? Lenovo LOQ 15IAX9, 15"", Intel Core i5-12450HX, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4050",Lenovo,INTEL CORE I5 12450HX,32 GB,1 TB SSD,"87,329 MKD.","68,990 MKD."
Gjirafa50,"?????? Lenovo LOQ 15IAX9, 15"", Intel Core i5-12450HX, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050",Lenovo,INTEL CORE I5 12450HX,32 GB,512 GB SSD,"73,909 MKD.","67,190 MKD."
Gjirafa50,"?????? Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,AMD RYZEN 5 7235HS,16 GB,512 GB SSD,"62,088 MKD.","48,990 MKD."
Gjirafa50,"?????? Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,AMD RYZEN 5 7235HS,16 GB,1 TB SSD,"67,378 MKD.","58,590 MKD."
Gjirafa50,"?????? Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,AMD RYZEN 5 7235HS,32 GB,1 TB SSD,"67,969 MKD.","61,790 MKD."
Gjirafa50,"?????? Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 16GB RAM, 512GB + 1TB SSD, NVIDIA GeForce RTX 3050",Lenovo,AMD RYZEN 5 7235HS,16 GB,1 TB SSD / 512 GB SSD,"69,218 MKD.","60,190 MKD."
Gjirafa50,"?????? Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Lenovo,AMD RYZEN 5 7235HS,32 GB,512 GB SSD,"67,378 MKD.","58,590 MKD."
Gjirafa50,"?????? Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3050",Lenovo,AMD RYZEN 5 7235HS,16 GB,1 TB SSD,"58,063 MKD.","50,490 MKD."
Gjirafa50,"?????? Lenovo LOQ 15ARP9, 15"", AMD Ryzen 5 7235HS, 32GB RAM, 512GB + 1TB SSD, NVIDIA GeForce RTX 3050",Lenovo,AMD RYZEN 5 7235HS,32 GB,1 TB SSD / 512 GB SSD,"63,583 MKD.","46,990 MKD."
Gjirafa50,"?????? Lenovo LOQ 15ARP9, 15"", AMD Ryzen 5 7235HS, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Lenovo,AMD RYZEN 5 7235HS,32 GB,512 GB SSD,"58,063 MKD.","43,990 MKD."
Gjirafa50,"?????? Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4060",Lenovo,INTEL CORE I5 13450HX,16 GB,512 GB SSD,"97,559 MKD.","88,690 MKD."
Gjirafa50,"?????? Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Lenovo,INTEL CORE I5 13450HX,16 GB,1 TB SSD,"101,409 MKD.","92,190 MKD."
Gjirafa50,"?????? Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Lenovo,INTEL CORE I5 13450HX,32 GB,1 TB SSD,"104,489 MKD.","94,990 MKD."
Gjirafa50,"?????? Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 16GB RAM, 512GB + 1TB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Lenovo,INTEL CORE I5 13450HX,16 GB,1 TB SSD / 512 GB SSD,"102,069 MKD.","92,790 MKD."
Gjirafa50,"?????? Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 32GB RAM, 512GB + 1TB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Lenovo,INTEL CORE I5 13450HX,32 GB,1 TB SSD / 512 GB SSD,"105,589 MKD.","95,990 MKD."
Gjirafa50,"?????? Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Hp,AMD RYZEN 7 8845HS,32 GB,1 TB SSD,"112,890 MKD.","93,990 MKD."
Gjirafa50,No title,No,Unknown,,,No price,
Gjirafa50,"?????? Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 64GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Hp,AMD RYZEN 7 8845HS,64 GB,1 TB SSD,"117,799 MKD.","97,990 MKD."
Gjirafa50,"?????? Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 64GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Hp,AMD RYZEN 7 8845HS,64 GB,1 TB SSD,"108,790 MKD.","89,990 MKD."
Gjirafa50,"?????? Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 64GB RAM, 1TB + 1TB SSD, NVIDIA GeForce RTX 4070",Hp,AMD RYZEN 7 8845HS,64 GB,1 TB SSD,"151,290 MKD.","129,990 MKD."
Gjirafa50,"?????? MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5-12450H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050",Msi,INTEL CORE I5 12450H,16 GB,512 GB SSD,"68,959 MKD.","53,990 MKD."
