Prodavnica,Ime,Brend,Procesor,RAM_Memorija,Kapacitet,Cena,Klub/Smart/Happy cena
Gjirafa50,"MSI Katana A17, 17.3'', QHD, AMD Ryzen 9, NVIDIA GeForce RTX 4060, 32GB RAM, 1TB SSD, i zi",Msi,Ryzen 9,32,1024,104490,
Gjirafa50,"ASUS NTB ROG Flow X16, 16'', QHD+, i9-13900H, NVIDIA GeForce RTX 4060, 32GB RAM, 1TB SSD, ???",Asus,I9 13900H,32,1024,142090,
Gjirafa50,"MSI Stealth A16 AI+ A3XVFG-070CZ, 16"", QHD+, AMD Ryzen AI 9 HX 370, NVIDIA GeForce RTX 4060, 32GB RAM, 1TB SSD, i zi",Msi,Ryzen Ai 9 Hx370,32,1024,158990,148490
Gjirafa50,"Lenovo LOQ 15IAX9, 15.6"", FHD, Intel Core i5-12450HX, NVIDIA GeForce 3050, 24GB RAM, 512GB SSD, i hirtë",Lenovo,Ii5 12450Hx,24,512,55190,
Gjirafa50,"Lenovo Legion 7, 16"", 3K, Intel Core i9-14900HX, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4070 8 GB, ???? ????",Lenovo,Ii9 14900Hx,32,1024,160090,
Gjirafa50,"Asus ASUS ProArt PX13 OLED, Ryzen AI 9 HX 370, 32GB LPDDR5X , 1TB SSD, W11Pro, RTX 4060, ???? ????",Asus,Ryzen Ai 9 Hx370,32,1024,162790,139990
Gjirafa50,"MSI Katana 17, 17"", FHD, Intel i7-13620H, NVIDIA GeForce RTX 4050, 16GB RAM, 1TB SSD, ???",Msi,Intel I7 13620H,16,1024,79890,74990
Gjirafa50,"Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 7 7435HS, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, ???? ????",Lenovo,Ryzen 7 7435Hs,16,512,70939,56990
Gjirafa50,"Gigabyte Aorus 15X ASF, Intel Core i7-13650HX, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4070,????? ???? ????",Gigabyte,Ii7 13650Hx,16,1024,94290,78990
Gjirafa50,"Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 7 7435HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4070, i hirtë",Lenovo,Ryzen 7 7435Hs,16,512,96789,69990
Gjirafa50,"Lenovo IdeaPad Gaming 15.6"", Full HD AMD Ryzen 5 5500H, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 2050, ???? ????",Lenovo,Ryzen 5 5500H,16,512,45990,37990
Gjirafa50,"Gigabyte Aorus 16X 9KG (2024), 16"", Intel Core i7-13650HX, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060, i hirtë i errët",Gigabyte,Ii7 13650Hx,16,1024,89190,
Gjirafa50,"HP ZBook Firefly, 14"", Intel i7-1365U, 16 GB RAM, 1 TB SSD, NVIDIA RTX A500, i argjendtë",Hp,Intel I7 1365U,16,1024,117590,113990
Gjirafa50,"HP ZBook Firefly, 14"", Intel i7-1365U, 16 GB RAM, 1 TB SSD, NVIDIA RTX A500, i argjendtë",Hp,Intel I7 1365U,16,1024,104049,101990
Gjirafa50,"HP ZBook Firefly, 14"", Intel i7-1355U, 16 GB RAM, 1 TB SSD, NVIDIA RTX A500, i argjendtë",Hp,Intel I7 1355U,16,1024,100529,95590
Gjirafa50,"MSI Thin 15 B12VE-1817XPL, 15,6"", Intel Core i5-12450H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050, ????",Msi,Ii5 12450H,16,512,54390,
Gjirafa50,"MSI Thin 15 B12VE-1817XPL,15.6"", Intel i5-12450H, 16 GB RAM, 512 GB SSD, RTX 4050",Msi,Intel I5 12450H,16,512,60590,44990
Gjirafa50,"Razer Blade 17, 17.3"", Intel  Core i7-12800HX, 16GB RAM, 1TB SSD, Nvidia GeForce RTX 3060",Razer,Ii7 12800Hx,16,1024,232390,209990
Gjirafa50,"Dream Machines RG3050-15PL52, 15.6"", Intel Core i5-13500H, 32GB RAM, 1TB SSD, Nvidia GeForce RTX 3050",Dream,Ii5 13500H,32,1024,64733,52990
Gjirafa50,"Dream Machines RG3050-15PL50, 15.6"", Intel Core i5-13500H, 16GB RAM, 500GB SSD, Nvidia GeForce RTX 3050",Dream,Ii5 13500H,16,500,61168,48990
Gjirafa50,"HP ZBook Firefly G10, 14"", Intel Core i7-1365U, 16GB RAM, 1TB SSD, Nvidia Quadro RTX A500",Hp,Ii7 1365U,16,1024,112299,105990
Gjirafa50,"Microsoft Surface ?????? Studio 2, 14.4"", Intel Core i7, 32GB RAM, 1TB SSD, Nvidia GeForce RTX 4050",Microsoft,Ii7,32,1024,229729,199990
Gjirafa50,"MSI Katana 17 B12UCRK-1054PL, 17.3"", Intel Core 5-12450H, 16GB RAM, 512GB SSD, Nvidia RTX 3050",Msi,I5,16,512,66390,50990
Gjirafa50,"XPS 14 9440, 14.5"", Intel Core Ultra 7 155H, 16GB RAM, 1TB SSD, Nvidia GeForce RTX 4050",Xps,Iultra 7 155H,16,1024,204490,179990
Gjirafa50,"Dell XPS 16, 16.3"", Intel Core Ultra 7 155H, 32GB RAM, 1TB SSD, Nvidia GeForce RTX 4060",Dell,Iultra 7 155H,32,1024,235990,209990
Gjirafa50,"LOQ 15IAX9, 15.6"", Intel Core 5-12450HX, 16GB RAM, 512GB SSD, Nvidia RTX 3050",Lenovo,I5,16,512,65653,52990
Gjirafa50,"LOQ 15IAX9, 15.6"", Intel Core 5-12450HX, 32GB RAM, 1TB SSD, Nvidia RTX 3050",Lenovo,I5,32,1024,70609,58990
Gjirafa50,"Lenovo LOQ 15IAX9, 15.6"", Intel Core i5-12450HX, 16GB RAM, 1TB SSD, Nvidia RTX 3050",Lenovo,Ii5 12450Hx,16,1024,59443,48990
Gjirafa50,"LOQ 15IAX9, 15.6"", Intel Core 5-12450HX, 32GB RAM, 512GB SSD, Nvidia RTX 3050",Lenovo,I5,32,512,60133,48990
Gjirafa50,"LOQ 15IAX9, 15.6"", Intel Core 5-12450HX, 16GB RAM, 1TB SSD, Nvidia RTX 4050",Lenovo,I5,16,1024,73359,66690
Gjirafa50,"LOQ 15IAX9, 15"", Intel Core 5-12450HX, 32GB RAM, 1TB SSD, Nvidia RTX 4050",Lenovo,I5,32,1024,77209,72390
Gjirafa50,"LOQ 15IAX9, 15"", Intel Core 5-12450HX, 32GB RAM, 512GB SSD, Nvidia RTX 4050",Lenovo,I5,32,512,73359,66690
Gjirafa50,"MSI Thin 15, 15"", i5-12450H, 16GB RAM, 512GB SSD, Nvidia RTX 3050",Msi,I5 12450H,16,512,54290,42990
Gjirafa50,"ThinkBook 16p G5, 16"", i9-14900HX, 32GB RAM, 1TB SSD, Nvidia RTX 4060",Lenovo,I9 14900Hx,32,1024,189490,188390
Gjirafa50,"LOQ 15IAX9, 15.6"", i5-12450HX, 16GB RAM, 512GB SSD, Nvidia RTX 3050",Lenovo,I5 12450Hx,16,512,68068,41990
Gjirafa50,"LOQ 15IAX9, 15.6"", i5-12450HX, 16GB RAM, 512GB SSD, Nvidia RTX 3050",Lenovo,I5 12450Hx,16,512,58523,46990
Gjirafa50,"LOQ 15IAX9, 15"", i5-12450HX, 16GB RAM, 1TB SSD, Nvidia RTX 4060",Lenovo,I5 12450Hx,16,1024,78859,65990
Gjirafa50,"LOQ 15IAX9, 15.6"", i5-12450HX, 16GB RAM, 512GB SSD, Nvidia RTX 4050",Lenovo,I5 12450Hx,16,512,64590,51990
Gjirafa50,"LOQ 15IAX9, 15.6"", i5-12450HX, 16GB RAM, 1TB SSD, Nvidia RTX 4050",Lenovo,I5 12450Hx,16,1024,63353,49990
Gjirafa50,"Lenovo Yoga Pro 9 16IMH9, 16"", Intel Core Ultra 7 155H, 16GB RAM, 512GB SSD, NVIDIA RTX 4060, gri",Lenovo,Iultra 7 155H,16,512,116369,99990
Gjirafa50,"HP ZBook Firefly G11, 14"", Intel Core Ultra 5 135H, 16GB RAM, 1TB SSD, Nvidia RTX A500",Hp,Iultra 5 135H,16,1024,122749,99990
Gjirafa50,"Acer Nitro V 15, 15.6"", i5-13420H, 16GB RAM, 1TB SSD, Nvidia RTX 4050",Acer,I5 13420H,16,1024,72039,57990
Gjirafa50,"DELL Precision 3490, 14"", Intel Core Ultra 7 155H, 32GB RAM, 1TB SSD, Nvidia RTX 500 Ada",Dell,Iultra 7 155H,32,1024,139790,119990
Gjirafa50,"Acer Nitro V 15 ANV15-41, 15.6"", Ryzen 7-7735HS, 32GB RAM, 1TB SSD, Nvidia RTX 4060",Acer,Ryzen 7 7735Hs,32,1024,91890,78990
Gjirafa50,"DELL Precision 5690, 16"", CPU Core Ultra u7-165H, 32GB RAM, 1TB SSD, Nvidia RTX 1000 Ada",Dell,Iultra U7 165H,32,1024,237990,209990
Gjirafa50,"MSI Katana 17 B12UCRK-1054PL, 17.3"", Intel Core i5-12450H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3050",Msi,Ii5 12450H,16,1024,70490,67190
Gjirafa50,"HP Victus 15-fa1151nw, 15.6"", Intel® Core™ i5-13420H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4050",Hp,Ii5 13420H,16,1024,68183,54990
Gjirafa50,"TUF Gaming A15, 15.6"", AMD Ryzen 5 7535HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Tuf,Ryzen 5 7535Hs,16,512,52990,52690
Gjirafa50,"HP ZBook Power G11, 15.6"", Intel Core i7-155H, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX A2000",Hp,Ii7 155H,32,1024,181599,173390
Gjirafa50,"HP ZBook Firefly 16 G11, 16"", Intel Core Ultra 5 135H, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX A500",Hp,Iultra 5 135H,32,1024,133199,126990
Gjirafa50,"Dell Inspiron 5630, 16.0"", Intel Core i7-1360P, 16GB RAM, 1TB SSD, Nvidia GeForce RTX 2050",Dell,Ii7 1360P,16,1024,90890,75990
Gjirafa50,"ASUS TUF Gaming A15, 15.6"", AMD Ryzen 5 7535HS, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Asus,Ryzen 5 7535Hs,32,512,56890,55790
Gjirafa50,"ASUS TUF Gaming A15, 15.6"", AMD Ryzen 5 7535HS, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Pro",Asus,Ryzen 5 7535Hs,32,512,70190,61990
Gjirafa50,"ASUS TUF Gaming A15, 15.6"", AMD Ryzen 5 7535HS, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Asus,Ryzen 5 7535Hs,32,512,67990,58990
Gjirafa50,"ASUS TUF Gaming A15, 15.6"", AMD Ryzen 5 7535HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Asus,Ryzen 5 7535Hs,16,512,64190,56990
Gjirafa50,"MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050",Msi,Ii5,16,512,78990,75390
Gjirafa50,"MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4050",Msi,Ii5,16,1024,81090,76090
Gjirafa50,"MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4050",Msi,Ii5,32,1024,86090,81990
Gjirafa50,"MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050",Msi,Ii5,32,512,83690,76190
Gjirafa50,"MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050",Msi,Ii5,16,512,76190,72690
Gjirafa50,"Lenovo LOQ 15IAX9, 15"", Intel Core i5-12450HX, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4050",Lenovo,Ii5 12450Hx,32,1024,87329,68990
Gjirafa50,"Lenovo LOQ 15IAX9, 15"", Intel Core i5-12450HX, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050",Lenovo,Ii5 12450Hx,32,512,73909,67190
Gjirafa50,"Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,Ryzen 5 7235Hs,16,512,62088,48990
Gjirafa50,"Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,Ryzen 5 7235Hs,16,1024,67378,58590
Gjirafa50,"Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,Ryzen 5 7235Hs,32,1024,67969,61790
Gjirafa50,"Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 16GB RAM, 512GB + 1TB SSD, NVIDIA GeForce RTX 3050",Lenovo,Ryzen 5 7235Hs,16,1536,69218,60190
Gjirafa50,"Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Lenovo,Ryzen 5 7235Hs,32,512,67378,58590
Gjirafa50,"Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3050",Lenovo,Ryzen 5 7235Hs,16,1024,58063,50490
Gjirafa50,"Lenovo LOQ 15ARP9, 15"", AMD Ryzen 5 7235HS, 32GB RAM, 512GB + 1TB SSD, NVIDIA GeForce RTX 3050",Lenovo,Ryzen 5 7235Hs,32,1536,63583,46990
Gjirafa50,"Lenovo LOQ 15ARP9, 15"", AMD Ryzen 5 7235HS, 32GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Lenovo,Ryzen 5 7235Hs,32,512,58063,43990
Gjirafa50,"Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4060",Lenovo,Ii5 13450Hx,16,512,97559,88690
Gjirafa50,"Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Lenovo,Ii5 13450Hx,16,1024,101409,92190
Gjirafa50,"Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Lenovo,Ii5 13450Hx,32,1024,104489,94990
Gjirafa50,"Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 16GB RAM, 512GB + 1TB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Lenovo,Ii5 13450Hx,16,1536,102069,92790
Gjirafa50,"Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 32GB RAM, 512GB + 1TB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Lenovo,Ii5 13450Hx,32,1536,105589,95990
Gjirafa50,"Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Hp,Ryzen 7 8845Hs,32,1024,112890,93990
Gjirafa50,"Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 64GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Hp,Ryzen 7 8845Hs,64,1024,117799,97990
Gjirafa50,"Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 64GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Hp,Ryzen 7 8845Hs,64,1024,108790,89990
Gjirafa50,"Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 64GB RAM, 1TB + 1TB SSD, NVIDIA GeForce RTX 4070",Hp,Ryzen 7 8845Hs,64,1024,151290,129990
Gjirafa50,"MSI Katana 17 B12VEK-1034XPL, 17"", Intel Core i5-12450H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050",Msi,Ii5 12450H,16,512,68959,53990
Gjirafa50,"Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4060",Lenovo,Ii5 13450Hx,16,512,92609,81990
Gjirafa50,"Lenovo Legion 5 16IRX9, 16"", Intel Core i7-13650HX, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4060",Lenovo,Ii7 13650Hx,16,512,94809,80990
Gjirafa50,"Lenovo Legion Pro 5 16IRX9, 16"", Intel Core i5-14500HX, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Lenovo,Ii5 14500Hx,32,1024,107190,86990
Gjirafa50,"Lenovo Legion Pro 5 16IRX9, 16"", Intel Core i5-14500HX, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Lenovo,Ii5 14500Hx,32,1024,119690,98990
Gjirafa50,"Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Hp,Ryzen 7 8845Hs,32,1024,102090,83990
Gjirafa50,"Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4070",Hp,Ryzen 7 8845Hs,32,1024,129239,119990
Gjirafa50,"Lenovo Legion Slim 5 16ARP9, 16"", AMD Ryzen 7 7435HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4060",Lenovo,Ryzen 7 7435Hs,16,512,94479,76990
Gjirafa50,"Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Lenovo,Ryzen 5 7235Hs,16,512,54958,38990
Gjirafa50,"Lenovo TB 16P G4, 16"", Intel Core i7-14650HX, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4060",Lenovo,Ii7 14650Hx,16,512,155890,139990
Gjirafa50,"Dell Precision 5690, 16"", Intel Core Ultra 7 165H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 1000 Ada",Dell,Iultra 7 165H,16,1024,226684,199990
Gjirafa50,"Lenovo LOQ Intel Core 5-12450HX, 15.6"", CPU, 24GB RAM, 1TB SSD, Nvidia RTX4060 8GB",Lenovo,I5,24,1024,85239,68990
Gjirafa50,"Gigabyte G6 KF, 16"", Intel Core i7-13620H, 16GB RAM, 1TB SSD, Nvidia GeForce RTX 4060",Gigabyte,Ii7 13620H,16,1024,69619,53990
Gjirafa50,"MSI Thin 15 B12UCX-1818XPL, 15"", Intel Core i5-12450H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 2050, ????? ???? ????",Msi,Ii5 12450H,16,512,48490,36990
Gjirafa50,"Lenovo IdeaPad Gaming, 15.6"", AMD Ryzen 5 5500H, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 2050, ???",Lenovo,Ryzen 5 5500H,16,512,49690,
Gjirafa50,"Lenovo LOQ Intel, 15.6"", Intel i5-12450HX, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 4050, ???",Lenovo,Intel I5 12450Hx,16,1024,62990,60590
Gjirafa50,"Lenovo LOQ Intel, 15.6"", Intel i5-12450HX, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, ???",Lenovo,Intel I5 12450Hx,16,512,75339,68790
Gjirafa50,"Lenovo LOQ Intel, 15.6"", Intel i5-12450HX, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, ???",Lenovo,Intel I5 12450Hx,16,512,58090,
Gjirafa50,"Lenovo Yoga Pro, 16"", Intel 155H, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, ???",Lenovo,Intel 1,16,512,115159,111690
Gjirafa50,"MSI Thin 15, 15.6"", Intel i5-12450H, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, ???",Msi,Intel I5 12450H,16,512,49790,48690
Gjirafa50,"Lenovo LOQ Intel, 15.6"", Intel i5-12450HX, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 4060, ???",Lenovo,Intel I5 12450Hx,16,1024,79849,76690
Neptun,LENOVO IdeaPad 1 15IJL7 N4500/8GB/512GB,Lenovo,,8,512,14999,
Neptun,ASUS Vivobook 15 X1502ZA-BQ312 i3-1215U/8GB/256GB,Asus,I3 1215U,8,256,27999,17999
Neptun,ASUS Vivobook 15 X1504VA-BQ322 i3-1315U/8GB/512GB,Asus,I3 1315U,8,512,27999,19499
Neptun,LENOVO IdeaPad 1 15AMN7 R3-7320U/16GB DDR5/512GB,Lenovo,R3 7320U,16,512,20999,19599
Neptun,HP 250 G10 i3-1315U/8GB/512GB AK9P6AT,Hp,I3 1315U,8,512,19999,
Neptun,ASUS Vivobook 15 X1504VA-NJ732 i3-1315U/8GB/512GB,Asus,I3 1315U,8,512,26999,19999
Neptun,ASUS Vivobook Go 15 E1504FA-NJ1017 R3-7320U/16GB DDR5/512GB,Asus,R3 7320U,16,512,21999,20799
Neptun,ASUS Vivobook Go 15 E1504FA-BQ511 R5-7520U/8GB DDR5/512GB,Asus,R5 7520U,8,512,27999,20999
Neptun,ASUS Vivobook Go 15 E1504FA-NJ330W R3-7320U/8GB DDR5/512GB/WIN11,Asus,R3 7320U,8,512,26999,21999
Neptun,"DELL Vostro 3530 15.6"" 120Hz/i3-1305U/16GB/512GB",Dell,I3 1305U,16,512,22499,
Neptun,LENOVO IdeaPad 1 15ALC7 R5-5625U/16GB/512GB,Lenovo,R5 5625U,16,512,22999,
Neptun,ASUS Vivobook Go 15 E1504FA-NJ1534 R3-7320U/16GB DDR5/512GB,Asus,R3 7320U,16,512,23999,22999
Neptun,ASUS Vivobook 15 X1504VA-NJ799 i3-1315U/16GB/512GB,Asus,I3 1315U,16,512,23999,22999
Neptun,ASUS Vivobook 15 X1504VA-NJ1144 i3-1315U/16GB/512GB,Asus,I3 1315U,16,512,24999,22999
Neptun,ACER Extensa 15 EX215-23-R6VX R5-7520U/16GB DDR5/512GB,Acer,R5 7520U,16,512,25999,23899
Neptun,ACER Aspire 3 A315-44P-R8YE R5-5500U/16GB/512GB,Acer,R5 5500U,16,512,23999,
Neptun,LENOVO IdeaPad 1 15AMN7 R5-7520U/16GB DDR5/512GB,Lenovo,R5 7520U,16,512,23999,
Neptun,ASUS Vivobook 15 X1504ZA-NJ864W i3-1215U/8GB/512GB/WIN11,Asus,I3 1215U,8,512,25999,23999
Neptun,ASUS Vivobook Go 15 E1504FA-NJ318 R5-7520U/16GB DDR5/512GB,Asus,R5 7520U,16,512,25999,23999
Neptun,LENOVO IdeaPad Slim 3 15ABR8 R5-7430U/16GB/512GB,Lenovo,R5 7430U,16,512,24999,
Neptun,LENOVO IdeaPad Slim 3 15IAH8 i5-12450H/16GB DDR5/512GB,Lenovo,I5 12450H,16,512,24999,
Neptun,LENOVO IdeaPad 1 15ALC7 R7-5700U/16GB/512GB,Lenovo,R7 5700U,16,512,24999,
Neptun,LENOVO IdeaPad Slim 3 15ABR8 R7-5825U/16GB/512GB,Lenovo,R7 5825U,16,512,27999,24999
Neptun,ASUS Vivobook 15 X1504VA-BQ512 i5-1335U/8GB/512GB,Asus,I5 1335U,8,512,35999,24999
Neptun,"DELL Vostro 3530 15.6"" 120Hz/i5-1334U/16GB/512GB",Dell,I5 1334U,16,512,26999,25799
Neptun,ASUS Vivobook Go 15 E1504FA-NJ1126 R5-7520U/16GB DDR5/1TB,Asus,R5 7520U,16,1024,28999,25799
Neptun,ASUS Vivobook Go 15 E1504FA-NJ312 R5-7520U/16GB DDR5/512GB,Asus,R5 7520U,16,512,25999,
Neptun,"DELL Inspiron 3535 15.6"" 120Hz/R5-7530U/16GB/512GB",Dell,R5 7530U,16,512,25999,
Neptun,LENOVO IdeaPad Slim 3 15IAH8 i5-12450H/16GB DDR5/512GB,Lenovo,I5 12450H,16,512,25999,
Neptun,Aspire 3 A315-44P-R87M R7-5700U/16GB/512GB,Aspire,R7 5700U,16,512,29999,25999
Neptun,LENOVO IdeaPad 1 15ALC7 R7-5700U/16GB/1TB,Lenovo,R7 5700U,16,1024,26999,
Neptun,ACER Extensa 15 EX215-55-56YF i5-1235U/16GB/512GB,Acer,I5 1235U,16,512,27999,26999
Neptun,ASUS Vivobook 15 M1502YA-BQ112 R7-7730U/16GB/512GB,Asus,R7 7730U,16,512,33499,27499
Neptun,LENOVO IdeaPad Slim 3 15IAH8 i5-12450H/16GB DDR5/1TB,Lenovo,I5 12450H,16,1024,27999,
Neptun,LENOVO IdeaPad Slim 3 15IRH8 i5-13420H/16GB DDR5/512GB,Lenovo,I5 13420H,16,512,28999,27999
Neptun,LENOVO IdeaPad Slim 3 15ABR8 R7-7730U/16GB/512GB,Lenovo,R7 7730U,16,512,30799,27999
Neptun,ACER Aspire Lite 16 AL16-52P-50A8 16” FHD+/i5-1334U/16GB DDR5/512GB,Acer,I5 1334U,16,512,28999,
Neptun,ACER Aspire Go 15 AG15-42P-R844 R7-5825U/20GB/512GB,Acer,R7 5825U,20,512,28999,
Neptun,"DELL Vostro 3530 15.6"" 120Hz/i5-1334U/16GB/512GB + BACKPACK DELL EcoLoop Essential 14-16",Dell,I5 1334U,16,512,28999,
Neptun,LENOVO IdeaPad Slim 3 15IRH10 15.3” FHD+/i5-13420H/16GB DDR5/512GB,Lenovo,I5 13420H,16,512,28999,
Neptun,ASUS Vivobook 15 X1504VA-BQ1696 i5-1334U/16GB/1TB,Asus,I5 1334U,16,1024,33999,28999
Neptun,ACER Aspire 5 A515-57-56D3 i5-12450H/16GB/512GB,Acer,I5 12450H,16,512,36999,29499
Neptun,LENOVO IdeaPad Slim 3 15ABR8 R7-7730U/16GB/512GB,Lenovo,R7 7730U,16,512,29999,
Neptun,ASUS Vivobook 15 X1504VA-NJ924 i5-1335U/16GB/512GB,Asus,I5 1335U,16,512,30999,29999
Neptun,LENOVO IdeaPad Slim 3 15IRU8 i5-1335U/16GB DDR5/512GB,Lenovo,I5 1335U,16,512,36999,29999
Neptun,ASUS Vivobook 15 OLED X1505VA-OLED-L511 i5-1335U/8GB/512GB,Asus,I5 1335U,8,512,40999,29999
Neptun,"DELL Inspiron 3535 15.6"" 120Hz/R7-7730U/16GB/1TB",Dell,R7 7730U,16,1024,31999,30799
Neptun,ASUS Vivobook 15 X1504VA-BQ1647 i5-1334U/16GB/512GB,Asus,I5 1334U,16,512,30999,
Neptun,LENOVO IdeaPad 3 15IAU7 i7-1255U/16GB/512GB,Lenovo,I7 1255U,16,512,30999,
Neptun,LENOVO IdeaPad Slim 3 15IRU9 Core 5 120U/16GB DDR5/512GB,Lenovo,I5,16,512,33999,30999
Neptun,ACER Aspire Go 15 AG15-42P-R6WF R7-5825U/32GB/512GB,Acer,R7 5825U,32,512,31799,
Neptun,LENOVO IdeaPad Slim 3 15ARP10 15.3 FHD+/R7-7735HS/16GB DDR5/512GB,Lenovo,R7 7735Hs,16,512,31999,
Neptun,"LENOVO IdeaPad Slim 5 16IRL8 16"" i5-13420H/16GB DDR5/512GB",Lenovo,I5 13420H,16,512,31999,
Neptun,LENOVO IdeaPad 3 15IAU7 i7-1255U/16GB/512GB,Lenovo,I7 1255U,16,512,32999,31999
Neptun,LENOVO IdeaPad Slim 3 15IRH10 15.3” FHD+/i7-13620H/16GB DDR5/512GB,Lenovo,I7 13620H,16,512,33999,31999
Neptun,"ACER Swift 3 SF314-43-R3Q3 14"" R7-5700U/16GB/512GB",Acer,R7 5700U,16,512,34999,31999
