Prodavnica,Ime,Brend,Procesor,RAM_Memorija,Kapacitet,Cena,Klub/Smart/Happy cena
Neptun,ACER Aspire 3 A315-44P-R346 R7-5700U/32GB/1TB,Acer,R7 5700U,32,1024,32999,
Neptun,LENOVO IdeaPad Slim 3 15IRU8 i7-1355U/16GB DDR5/512GB,Lenovo,I7 1355U,16,512,32999,
Neptun,LENOVO IdeaPad Slim 3 15IRH8 i7-13620H/16GB DDR5/512GB,Lenovo,I7 13620H,16,512,34999,32999
Neptun,ASUS Vivobook 15 X1504VA-BQ1358 i7-1355U/16GB/1TB,Asus,I7 1355U,16,1024,41999,32999
Neptun,ACER Aspire 3 A315-59-7630 i7-1255U/16GB/512GB,Acer,I7 1255U,16,512,34999,33799
Neptun,DELL Vostro 3520 i7-1255U/16GB/512GB,Dell,I7 1255U,16,512,42999,34999
Neptun,ACER Aspire 15 A15-41M-R2UZ R5-8640HS/16GB DDR5/1TB,Acer,R5 8640Hs,16,1024,35999,
Neptun,LENOVO IdeaPad Slim 3 15IRH10 15.3” FHD+/i7-13620H/24GB DDR5/1TB,Lenovo,I7 13620H,24,1024,38999,37999
Neptun,ASUS Vivobook 15 X1504VA-BQ1693W i5-1334U/16GB/1TB/WIN11,Asus,I5 1334U,16,1024,38999,
Neptun,"DELL Vostro 3530 15.6"" 120Hz/i7-1355U/16GB/512GB",Dell,I7 1355U,16,512,38999,
Neptun,ACER Aspire 15 A15-51M-5917 Core 5 120U/16GB DDR5/1TB,Acer,I5,16,1024,40999,39999
Neptun,ACER Aspire 15 A15-41M-R5XN R7-8840HS/16GB DDR5/1TB,Acer,R7 8840Hs,16,1024,40999,
Neptun,"LENOVO IdeaPad Slim 5 14IMH9 14"" Ultra 5 125H/16GB DDR5X/512GB",Lenovo,Ultra 5 125H,16,512,40999,
Neptun,LENOVO IdeaPad Slim 3 15IRU9 Core 7 150U/16GB DDR5/512GB,Lenovo,I7,16,512,41999,
Neptun,ACER Aspire Go 15 AG15-51P-77U9 15.3” FHD+/i7-1355U/32GB DDR5/1TB,Acer,I7 1355U,32,1024,42999,
Neptun,"ACER Swift Go 14 SFG14-42-R54G, R5-7640U/16GB/512GB",Acer,R5 7640U,16,512,56999,46999
Neptun,"ACER Swift GO 14 SFG314-42-R1S7 14"" R5-7640U/16GB DDR5/512GB/WIN11",Acer,R5 7640U,16,512,59999,48999
Neptun,"ACER Swift Go 14 SFG14-71-72JF 14"" i7-1355U/16GB DDR5/512GB/WIN11",Acer,I7 1355U,16,512,64999,51999
Neptun,"ASUS Zenbook 14 OLED UX3405MA-QD438 14"" Ultra 5 125H/16GB DDR5X/512GB",Asus,Ultra 5 125H,16,512,53999,
Neptun,"ASUS Vivobook S16 M5606KA-RI076 16"" 3K OLED 120Hz/R5-AI 340/16GB DDR5X/512GB",Asus,R5 Ai 340,16,512,54999,53999
Neptun,Apple MacBook Air 13.6 M2/8C CPU/8C GPU/16GB/256GB Starlight mc7w4ze/a,Apple,M2,16,256,73799,56799
Neptun,Apple MacBook Air 13.6 M2/8C CPU/8C GPU/16GB/256GB Space Grey mc7u4ze/a,Apple,M2,16,256,73799,56799
Neptun,Apple MacBook Air 13.6 M2/8C CPU/8C GPU/16GB/256GB Midnight mc7x4ze/a,Apple,M2,16,256,73799,56799
Neptun,"LENOVO Yoga 7 2-in-1 14"" OLED Touch/Ultra 5 226V/16GB DDR5X/1TB/WIN11",Lenovo,Ultra 5 226V,16,1024,59999,
Neptun,"ASUS Vivobook S 14 S5406SA-QD052W 14"" OLED/Ultra 5 226V/16GB DDR5X/512GB/WIN11",Asus,Ultra 5 226V,16,512,61999,
Neptun,"ASUS Zenbook 14 UX3405CA-QL279 14"" OLED Touch/Ultra 5 225H/16GB DDR5X/1TB",Asus,Ultra 5 225H,16,1024,62999,61999
Neptun,"LENOVO Yoga 7 2-in-1 14AKP10 14"" 2.8K OLED 120Hz Touch/R7-AI 350/32GB DDR5X/1TB/WIN11",Lenovo,R7 Ai 350,32,1024,68999,
Neptun,"ASUS Zenbook 14 UM3406KA-PP059W 14"" 3K OLED 120Hz/R7-AI 350/16GB DDR5X/1TB/WIN11",Asus,M3,16,1024,70999,68999
Neptun,"ASUS Vivobook S16 M5606KA-RI080W 16"" 3K OLED 120Hz/R7-AI 350/24GB DDR5X/1TB/WIN11",Asus,R7 Ai 350,24,1024,69999,
Neptun,Apple MacBook Air 13.6 M3/8C CPU/8C GPU/16GB/256GB Midnight mc8k4ze/a,Apple,M3,16,256,79699,69999
Neptun,Apple MacBook Air 13.6 M3/8C CPU/8C GPU/16GB/256GB Space Grey mc8g4ze/a,Apple,M3,16,256,79699,69999
Neptun,"ASUS Zenbook 14 OLED UX3405MA-QD434W 14"" Ultra 7 155H/32GB DDR5X/1TB/WIN11",Asus,Ultra 7 155H,32,1024,71999,
Neptun,ASUS Vivobook S 15 OLED S5507QA-MA056W 3K 120Hz Snapdragon X Elite X1E-78-100/32GB DDR5X/1TB/WIN11,Asus,Snapdragon X Elite,32,1024,76999,71999
Neptun,Apple MacBook Air 13.6 M4/10C CPU/8C GPU/16GB/256GB MIDNIGHT mw123ze/a,Apple,M4,16,256,75999,
Neptun,Apple MacBook Air 13.6 M4/10C CPU/8C GPU/16GB/256GB SILVER mw0w3ze/a,Apple,M4,16,256,75999,
Neptun,Apple MacBook Air 13.6 M4/10C CPU/8C GPU/16GB/256GB SKY BLUE mc6t4ze/a,Apple,M4,16,256,75999,
Neptun,Apple MacBook Air 13.6 M4/10C CPU/8C GPU/16GB/256GB STARLIGHT mw0y3ze/a,Apple,M4,16,256,75999,
Neptun,MacBook Air 15.3 M2/8C CPU/10C GPU/8GB/256GB Midnight mqkw3ze/a,Macbook,M2,8,256,97499,78999
Neptun,MacBook Air 15.3 M2/8C CPU/10C GPU/8GB/256GB Starlight mqku3ze/a,Macbook,M2,8,256,97499,78999
Neptun,MacBook Air 15.3 M2/8C CPU/10C GPU/8GB/256GB Silver mqkr3ze/a,Macbook,M2,8,256,97499,78999
Neptun,Apple MacBook Air 13.6 M3/8C CPU/10C GPU/8GB/512GB Silver mrxr3ze/a,Apple,M3,8,512,93399,79899
Neptun,Apple MacBook Air 13.6 M3/8C CPU/10C GPU/8GB/512GB Midnight mrxw3ze/a,Apple,M3,8,512,93399,79899
Neptun,"ASUS ProArt PZ13 OLED HT5306QA-LX002W 13.3"" 3K Touch/Snapdragon X Plus X1P-42-100/16GB DDR5X/1TB/WIN11",Asus,Snapdragon X Plus,16,1024,83999,79999
Neptun,"ACER Swift X 14 SFX14-71G-76KY 14.5"" OLED i7-13700H/32GB DDR5/1TB/RTX 4050 6GB",Acer,I7 13700H,32,1024,86999,79999
